HM448141.1.1385	Archaea;Crenarchaeota;Nitrososphaeria;Caldiarchaeales;Caldiarchaeaceae;Candidatus Caldiarchaeum;uncultured crenarchaeote	Archaea	Crenarchaeota	Nitrososphaeria	Caldiarchaeales	Caldiarchaeaceae	Candidatus Caldiarchaeum	uncultured crenarchaeote
AF325186.1.1402	Archaea;Crenarchaeota;Nitrososphaeria;Caldiarchaeales;Terrestrial Hot Spring Gp(THSCG);uncultured archaeon	Archaea	Crenarchaeota	Nitrososphaeria	Caldiarchaeales	Terrestrial Hot Spring Gp(THSCG)	uncultured archaeon	uncultured archaeon
CP003842.945953.947418	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;Candidatus Nitrosopumilus koreensis AR1	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus	Candidatus Nitrosopumilus koreensis AR1
AXWL01000001.19499.20956	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;Thaumarchaeota archaeon SCGC AAA282-K18	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus	Thaumarchaeota archaeon SCGC AAA282-K18
GU234254.1.1322	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;uncultured marine archaeon	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus	uncultured marine archaeon
AVSQ01000019.27413.28870	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosotenuis;Thaumarchaeota archaeon MY2	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosotenuis	Thaumarchaeota archaeon MY2
AF083072.21771.23243	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Cenarchaeum;Cenarchaeum symbiosum	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Cenarchaeum	Cenarchaeum symbiosum
AB193974.1.1440	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;uncultured archaeon	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	uncultured archaeon	uncultured archaeon
KJ882222.1.1438	Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;uncultured archaeon	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	uncultured archaeon	uncultured archaeon
CP007536.892626.894095	Archaea;Crenarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrososphaera;Nitrososphaera viennensis EN76	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	Nitrososphaera viennensis EN76
ADKI01001867.5974.7442	Archaea;Crenarchaeota;Nitrososphaeria;SCGC AB-179-E04;hot springs metagenome	Archaea	Crenarchaeota	Nitrososphaeria	SCGC AB-179-E04	hot springs metagenome	_unclassified_	hot springs metagenome
ASPK01000003.14512.15983	Archaea;Crenarchaeota;Nitrososphaeria;SCGC AB-179-E04;Thaumarchaeota archaeon SCGC AB-179-E04	Archaea	Crenarchaeota	Nitrososphaeria	SCGC AB-179-E04	Thaumarchaeota archaeon SCGC AB-179-E04	_unclassified_	Thaumarchaeota archaeon SCGC AB-179-E04
CP001742.176279.177775	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Acidilobaceae;Acidilobus;Acidilobus saccharovorans 345-15	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Acidilobaceae	Acidilobus	Acidilobus saccharovorans 345-15
AYMB01000008.96097.97593	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Acidilobaceae;Acidilobus;uncultured Acidilobus sp. CIS	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Acidilobaceae	Acidilobus	uncultured Acidilobus sp. CIS
AB087499.1.1466	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Acidilobaceae;Caldisphaera;Caldisphaera lagunensis	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Acidilobaceae	Caldisphaera	Caldisphaera lagunensis
CP003321.1081655.1083145	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Desulfurococcus;Desulfurococcus amylolyticus DSM 16532	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus amylolyticus DSM 16532
CP002051.1270431.1271941	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Staphylothermus;Staphylothermus hellenicus DSM 12710	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Staphylothermus	Staphylothermus hellenicus DSM 12710
CP003531.422343.423841	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Thermogladius;Thermogladius calderae 1633	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius	Thermogladius calderae 1633
CP001939.52824.54320	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Thermosphaera;Thermosphaera aggregans DSM 11486	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermosphaera	Thermosphaera aggregans DSM 11486
CP000816.728379.729800	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Ignicoccaceae;Ignicoccus;Ignicoccus hospitalis KIN4/I	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Ignicoccaceae	Ignicoccus	Ignicoccus hospitalis KIN4/I
JF509453.1.1510	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Ignisphaeraceae;Ignisphaera;Desulfurococcaceae archaeon CSC-16S	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Ignisphaeraceae	Ignisphaera	Desulfurococcaceae archaeon CSC-16S
CP002098.1279164.1280671	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Ignisphaeraceae;Ignisphaera;Ignisphaera aggregans DSM 17230	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Ignisphaeraceae	Ignisphaera	Ignisphaera aggregans DSM 17230
CP013011.538908.540404	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Pyrodictiaceae;Pyrodictium;Pyrodictium delaneyi	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium	Pyrodictium delaneyi
CP003423.1068522.1070023	Archaea;Crenarchaeota;Thermoprotei;Fervidicoccales;Fervidicoccaceae;Fervidicoccus;Fervidicoccus fontis Kam940	Archaea	Crenarchaeota	Thermoprotei	Fervidicoccales	Fervidicoccaceae	Fervidicoccus	Fervidicoccus fontis Kam940
AQVF01000003.15755.17233	Archaea;Crenarchaeota;Thermoprotei;Geoarchaeales;SCGC AAA261-C22;crenarchaeote SCGC AAA261-C22	Archaea	Crenarchaeota	Thermoprotei	Geoarchaeales	SCGC AAA261-C22	crenarchaeote SCGC AAA261-C22	crenarchaeote SCGC AAA261-C22
AQYM01000016.22627.24108	Archaea;Crenarchaeota;Thermoprotei;Geoarchaeales;SCGC AAA471-B05;Crenarchaeota archaeon SCGC AAA471-B05	Archaea	Crenarchaeota	Thermoprotei	Geoarchaeales	SCGC AAA471-B05	Crenarchaeota archaeon SCGC AAA471-B05	Crenarchaeota archaeon SCGC AAA471-B05
CP002535.1296061.1297559	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Acidianus;Acidianus hospitalis W1	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus hospitalis W1
ASRH01000005.110739.112232	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Acidianus;Sulfolobales archaeon AZ1	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus	Sulfolobales archaeon AZ1
CP000682.1705274.1706771	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera sedula DSM 5348	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera sedula DSM 5348
AHKJ01000108.121469.122953	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera yellowstonensis MK1	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera yellowstonensis MK1
LT549890.891113.892713	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Saccharolobus;Saccharolobus solfataricus	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Saccharolobus	Saccharolobus solfataricus
APJY01000001.782068.783547	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;uncultured;Sulfolobales archaeon Acd1	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	uncultured	Sulfolobales archaeon Acd1
X14835.987.2495	Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermofilaceae;Thermofilum;Thermofilum pendens	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum	Thermofilum pendens
AB013926.1.1642	Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Caldivirga;Caldivirga maquilingensis	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Caldivirga	Caldivirga maquilingensis
AB078332.1.1498	Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum calidifontis	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum calidifontis
CP001014.690421.692612	Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum neutrophilum V24Sta	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum neutrophilum V24Sta
CP002590.1330555.1332075	Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Thermoproteus;Thermoproteus uzoniensis 768-20	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	Thermoproteus uzoniensis 768-20
CP002100.631480.632991	Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Vulcanisaeta;Vulcanisaeta distributa DSM 14429	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta distributa DSM 14429
CP002772.812691.814171	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;Methanobacterium paludis	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium paludis
CP000678.333483.334957	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter smithii ATCC 35061	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii ATCC 35061
CP000102.408655.410144	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanosphaera;Methanosphaera stadtmanae DSM 3091	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera stadtmanae DSM 3091
CP002278.26992.28471	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanothermaceae;Methanothermus;Methanothermus fervidus DSM 2088	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanothermaceae	Methanothermus	Methanothermus fervidus DSM 2088
AE000666.1718787.1720265	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanothermobacteriaceae;Methanothermobacter;Methanothermobacter thermautotrophicus str. Delta H	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanothermobacteriaceae	Methanothermobacter	Methanothermobacter thermautotrophicus str. Delta H
L77117.638452.639929	Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;Methanocaldococcus jannaschii DSM 2661	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus jannaschii DSM 2661
KC139247.1.1400	Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus maripaludis	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus maripaludis
CP002792.716965.718433	Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae;Methanothermococcus;Methanothermococcus okinawensis IH1	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus	Methanothermococcus okinawensis IH1
CP002737.1395857.1397326	Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae;Methanotorris;Methanotorris igneus Kol 5	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanotorris	Methanotorris igneus Kol 5
AE009439.516778.518289	Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;Methanopyrus kandleri AV19	Archaea	Euryarchaeota	Methanopyri	Methanopyrales	Methanopyraceae	Methanopyrus	Methanopyrus kandleri AV19
CP006019.1527358.1528841	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;Palaeococcus pacificus DY20341	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Palaeococcus	Palaeococcus pacificus DY20341
AE009950.136930.138426	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus;Pyrococcus furiosus DSM 3638	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus furiosus DSM 3638
AP006878.2022864.2024361	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus kodakarensis KOD1	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus kodakarensis KOD1
LQMP01000030.68979.70454	Archaea;Hadarchaeota;Hadarchaeia;Hadarchaeales;Hadesarchaea archaeon YNP_N21	Archaea	Hadarchaeota	Hadarchaeia	Hadarchaeales	Hadesarchaea archaeon YNP_N21	_unclassified_	Hadesarchaea archaeon YNP_N21
KX213929.1.1358	Archaea;Hadarchaeota;Hadarchaeia;Hadarchaeales;uncultured archaeon	Archaea	Hadarchaeota	Hadarchaeia	Hadarchaeales	uncultured archaeon	_unclassified_	uncultured archaeon
CP006577.1951165.1952544	Archaea;Halobacterota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;Archaeoglobus fulgidus DSM 8774	Archaea	Halobacterota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus fulgidus DSM 8774
CP001899.1403988.1405498	Archaea;Halobacterota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Ferroglobus;Ferroglobus placidus DSM 10642	Archaea	Halobacterota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Ferroglobus	Ferroglobus placidus DSM 10642
AQXI01000001.2128739.2130197	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloadaptaceae;Haladaptatus;Haladaptatus paucihalophilus DX253	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloadaptaceae	Haladaptatus	Haladaptatus paucihalophilus DX253
AJ496185.1.1473	Archaea;Halobacterota;Halobacteria;Halobacterales;Halobacteriaceae;Halobacterium;Halobacterium salinarum	Archaea	Halobacterota	Halobacteria	Halobacterales	Halobacteriaceae	Halobacterium	Halobacterium salinarum
AB477223.1.1434	Archaea;Halobacterota;Halobacteria;Halobacterales;Halococcaceae;Halalkalicoccus;Halalkalicoccus jeotgali	Archaea	Halobacterota	Halobacteria	Halobacterales	Halococcaceae	Halalkalicoccus	Halalkalicoccus jeotgali
AYLJ01000015.6614.8072	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;A07HB70;uncultured archaeon A07HB70	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	A07HB70	uncultured archaeon A07HB70
AB663384.1.1472	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halogeometricum;Halogeometricum borinquense	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	Halogeometricum	Halogeometricum borinquense
AB771431.1.1473	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halogranum;Halogranum salarium	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	Halogranum	Halogranum salarium
JF421969.1.1473	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halohasta;Halohasta litchfieldiae	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	Halohasta	Halohasta litchfieldiae
CP002988.2130478.2131950	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halolamina;halophilic archaeon DL31	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	Halolamina	halophilic archaeon DL31
AGCX01000009.4054.5511	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halonotius;Halonotius sp. J07HN4	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	Halonotius	Halonotius sp. J07HN4
AYLK01000292.9273.10729	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halonotius;uncultured archaeon A07HN63	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	Halonotius	uncultured archaeon A07HN63
AYLL01000252.31846.33305	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloparvum;uncultured archaeon A07HR60	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	Haloparvum	uncultured archaeon A07HR60
JF979130.1.1440	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halopenitus;Halopenitus persicus	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	Halopenitus	Halopenitus persicus
AB477974.1.1431	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halopiger;Halopiger xanaduensis	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	Halopiger	Halopiger xanaduensis
JN206648.1.1471	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloplanus;Haloplanus natans	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	Haloplanus	Haloplanus natans
FR746099.1835281.1836752	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloquadratum;Haloquadratum walsbyi C23	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	Haloquadratum	Haloquadratum walsbyi C23
CP001366.161307.162776	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halorubrum;Halorubrum lacusprofundi ATCC 49239	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	Halorubrum	Halorubrum lacusprofundi ATCC 49239
AYLI01000329.16498.17954	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halorubrum;uncultured archaeon A07HR67	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	Halorubrum	uncultured archaeon A07HR67
AM117571.1.1372	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halostagnicola;Halostagnicola larsenii	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	Halostagnicola	Halostagnicola larsenii
AB004878.1.1473	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloterrigena;Haloterrigena turkmenica	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	Haloterrigena	Haloterrigena turkmenica
AB477231.1.1433	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloterrigena;Natrinema pellirubrum	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	Haloterrigena	Natrinema pellirubrum
AM039978.1.1378	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halovivax;Halovivax asiaticus	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	Halovivax	Halovivax asiaticus
AB663457.1.1472	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Natrialba;Natrialba hulunbeirensis	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	Natrialba	Natrialba hulunbeirensis
AB663467.1.1472	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Natronobacterium;Natronobacterium gregoryi	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	Natronobacterium	Natronobacterium gregoryi
KP861849.1.1430	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Natronococcus;Natronococcus occultus	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	Natronococcus	Natronococcus occultus
CP005962.1165754.1167224	Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Salinarchaeum;Salinarchaeum sp. Harcht-Bsk1	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	Salinarchaeum	Salinarchaeum sp. Harcht-Bsk1
DQ854818.1.1472	Archaea;Halobacterota;Halobacteria;Halobacterales;Halomicrobiaceae;Haloarcula;Haloarcula amylolytica	Archaea	Halobacterota	Halobacteria	Halobacterales	Halomicrobiaceae	Haloarcula	Haloarcula amylolytica
AB663392.1.1473	Archaea;Halobacterota;Halobacteria;Halobacterales;Halomicrobiaceae;Halomicrobium;Halomicrobium mukohataei	Archaea	Halobacterota	Halobacteria	Halobacterales	Halomicrobiaceae	Halomicrobium	Halomicrobium mukohataei
AB663400.1.1472	Archaea;Halobacterota;Halobacteria;Halobacterales;Halomicrobiaceae;Halorhabdus;Halorhabdus utahensis	Archaea	Halobacterota	Halobacteria	Halobacterales	Halomicrobiaceae	Halorhabdus	Halorhabdus utahensis
AJ586107.1.1473	Archaea;Halobacterota;Halobacteria;Halobacterales;Halomicrobiaceae;Halosimplex;Halosimplex carlsbadense	Archaea	Halobacterota	Halobacteria	Halobacterales	Halomicrobiaceae	Halosimplex	Halosimplex carlsbadense
AB663432.1.1467	Archaea;Halobacterota;Halobacteria;Halobacterales;Halomicrobiaceae;Natronomonas;Natronomonas pharaonis	Archaea	Halobacterota	Halobacteria	Halobacterales	Halomicrobiaceae	Natronomonas	Natronomonas pharaonis
AM114193.2083318.2084792	Archaea;Halobacterota;Methanocellia;Methanocellales;Methanocellaceae;Methanocella;Methanocella arvoryzae MRE50	Archaea	Halobacterota	Methanocellia	Methanocellales	Methanocellaceae	Methanocella	Methanocella arvoryzae MRE50
CP000559.1015589.1017053	Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Methanocorpusculaceae;Methanocorpusculum;Methanocorpusculum labreanum Z	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	Methanocorpusculum labreanum Z
HE964772.565064.566525	Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoculleus;Methanoculleus bourgensis MS2	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus bourgensis MS2
AGCO01000001.611619.613073	Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanofollis;Methanofollis liminatans DSM 4140	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanofollis	Methanofollis liminatans DSM 4140
CP002117.2355586.2357053	Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanolacinia;Methanolacinia petrolearia DSM 11571	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanolacinia	Methanolacinia petrolearia DSM 11571
